StoreID,Latitude,Longitude,Franchisee
2540,39.2231,-85.9051,"Mueller, Glenn A."
8927,34.98121,-79.01157,"Qasim, S. Osman"
7842,33.897413,-118.39646,"Ferdows, Ommid"
1983,46.284563,-96.07456,"Graves, Susan L."
6009,39.32415,-77.623567,"Clise, Michael W."
2539,39.349329,-85.978819,"Mueller, Glenn A."
8926,34.669224,-77.33955,"D'Andrea, Peter P."
7841,33.856587,-118.390923,"Ferdows, Ommid"
1982,46.925516,-95.033919,"Carlson, Duane L. Jr."
6008,38.037717,-79.024617,"Miller, Rebecca Lynn"
2538,38.731538,-88.077981,"Duvall, Samuel Edward"
8925,35.747224,-78.873048,"Patterson, G. Mack"
7840,33.83,-118.385,"Manos, Anthony P."
1981,48.11865,-96.190902,"Graves, Susan L."
6007,44.26869,-105.5081,"Erwin, Allan F."
2537,37.9521,-87.4049,"Seagle, Joseph M."
8924,34.732741,-77.474553,"Gage, Stanley J."
7839,33.873027,-118.071086,"Tapia, Fernando"
1980,44.733073,-93.128825,"Miller, David V."
6006,41.109307,-104.800087,"Feavel, Jay B."
2536,39.63741,-86.85448,"Hurteau, Connor"
8923,33.957204,-83.585805,"Fox, Gregory B."
7838,33.7894,-118.311,"Ferdows, Farnad"
1979,47.7786,-96.6033,"Graves, Susan L."
6005,44.749649,-108.764789,"Erwin, Allan F."
2535,41.239005,-85.852793,"Mueller, Glenn A."
8922,31.931747,-81.324715,"Orcutt, Michael L."
7837,33.918295,-118.415096,"Ferdows, Ommid"
1977,47.025648,-91.672546,"Carlson, Duane L. Jr."
6004,42.745566,-105.364325,"Hahn, Carl N."
2534,39.4134,-87.4067,"Spinney, Shawn J."
8921,35.096197,-77.101771,"Gage, Stanley J."
7836,33.810657,-118.264116,"Scheiper, Robert J."
1976,44.86281,-93.531192,"Peterson, Wayne A."
6003,42.071388,-104.188711,"Hackett, Michael D."
2533,41.589492,-85.846944,"Mueller, Glenn A."
8920,35.962768,-79.055834,"Patterson, G. Mack"
7835,33.787413,-117.812099,"Hosseini, Dariush"
1975,44.8532,-93.0451,"Graves, Susan L."
6002,41.16092,-104.765826,"Feavel, Jay B."
2532,39.956969,-86.140761,"Mueller, Glenn A."
8919,33.96585,-78.392714,"Ridge, John E. Jr."
7833,33.951776,-118.352755,"Scheiper, Robert J."
1974,44.93625,-93.65829,"Graves, Susan L."
6001,41.145702,-104.816214,"Feavel, Jay B."
2531,39.507125,-87.379763,"Spinney, Shawn J."
8918,35.210574,-80.690603,"Patterson, G. Mack"
7832,39.760126,-121.863956,"Ferdows, Farnad"
1973,44.788454,-93.601598,"Graves, Susan L."
6000,29.7085,-95.1238,"Dhedhi, Danish W."
2530,39.466938,-87.402696,"Spinney, Shawn J."
8917,34.938953,-80.750951,"Patterson, G. Mack"
7831,33.7094,-117.989,"Ferdows, Farnad"
1972,46.506058,-94.295597,"Johnson, Corey L."
5995,34.304439,-88.707908,"Dhedhi, Danish W."
2529,39.960118,-86.038816,"Mueller, Glenn A."
8916,35.078423,-80.818275,"Patterson, G. Mack"
7830,33.65501,-117.987171,"Kraniger, Mark J."
1971,45.10652,-93.212774,"Krueger, Joel G."
5994,34.753338,-89.456804,"Brown, Timothy Brett"
2528,38.4528,-85.6701,"Harding, Michael"
8915,35.116766,-80.857009,"Patterson, G. Mack"
7829,37.753446,-121.136645,"DeGrandis, Greg"
1970,44.45609,-93.159468,"Miller, David V."
5993,34.675307,-88.562012,"Brown, Timothy Brett"
2526,38.3203,-85.9052,"Harding, Michael"
8914,36.05184,-79.400014,"Stokes, Clyde Page"
7828,34.2228,-118.238,"Ferdows, Farnad"
1969,45.334255,-93.734376,"Miller, David V."
5992,34.918668,-88.512103,"Brown, Timothy Brett"
2525,40.051688,-86.469313,"Stegen, Jeffrey"
8913,36.126152,-79.904847,"Qasim, S. Osman"
7827,33.7905,-118.263,"Manos, Anthony P."
1968,44.716955,-93.419345,"Miller, David V."
5990,31.143984,-89.406469,"Magee, Matthew"
2523,38.22716,-86.13437,"Wilson, Scott S."
8912,36.133485,-79.789053,"Qasim, S. Osman"
7826,33.8894,-118.135,"Manos, Anthony P."
1967,44.7224,-92.8514,"Peterson, Wayne A."
5989,33.754416,-90.71585,"Anderson, Neal W."
2522,38.600865,-86.100681,"Harding, Michael"
8911,35.534078,-80.799854,"Qasim, S. Osman"
7825,34.1679,-118.322,"Behm, Timothy"
1966,45.0258,-93.4489,"Graves, Susan L."
5988,30.847483,-89.152093,"Magee, Gregory S."
2521,38.382614,-85.769418,"Harding, Michael"
8910,35.36603,-81.958038,"Qasim, S. Osman"
7824,33.99072,-118.22563,"Manos, Anthony P."
1965,45.066621,-93.968227,"Herdklotz, Skip Emory"
5987,30.834988,-89.53829,"Magee, Gregory S."
2520,38.303028,-85.764557,"Harding, Michael"
8909,35.484337,-80.878857,"Patterson, G. Mack"
7823,34.102929,-118.104855,"Patibandla Rao, Malli"
1964,46.342173,-94.249709,"Johnson, Corey L."
7262,42.465216,-122.813096,"Anderson, Shane H."
6446,35.420416,-97.484694,"Dolan, Charles S."
7863,36.772946,-119.844296,"Patibandla Rao, Malli"
3669,40.67,-73.9082,"Ali, Raja Shahid"
5558,35.790643,-80.85183,"Qasim, S. Osman"
7261,43.35781,-124.214333,"Hodges, Jerry D."
6445,35.421149,-97.541654,"Dolan, Charles S."
3668,40.66183,-73.920891,"Ali, Raja Shahid"
5557,35.243329,-81.134983,"Patterson, G. Mack"
7259,44.260238,-121.177937,"Poe, Dennis"
6444,35.966143,-96.01106,"Hall, John E. II"
3667,40.8352,-73.9081,"Cookston, Robert L. III"
5556,35.486554,-80.610461,"Qasim, S. Osman"
7258,44.802531,-122.793952,"Hamilton, Troy C."
6443,35.337636,-97.47715,"Dolan, Charles S."
3665,40.7306,-73.1942,"Ali, Raja Shahid"
5553,36.186224,-80.272607,"Mehaffey, Paul G."
7257,32.271344,-80.867541,"Fox, Aaron A."
6442,32.869,-97.3716,"Mayhall, Dennis L."
3660,40.8455,-73.8646,"Cookston, Robert L. III"
5552,35.174271,-80.875596,"Patterson, G. Mack"
7256,44.9219,-123.317,"Hammer, Timothy R."
6441,34.021913,-94.73817,"Mekonnen, Mac A."
3659,40.8337,-73.8568,"Cookston, Robert L. III"
5551,35.307332,-80.720869,"Patterson, G. Mack"
7255,45.2633,-122.689,"Hammer, Timothy R."
6440,35.2183,-97.4222,"Dolan, Charles S."
3657,40.87685,-73.84697,"Cookston, Robert L. III"
5550,35.204281,-80.760373,"Patterson, G. Mack"
7254,45.859,-122.818,"Parks, Caleb Jeffrey"
6439,35.233631,-97.48779,"Dolan, Charles S."
3656,40.619,-74.0089,"Sharma, Yash P."
5549,36.208347,-81.673361,"Patterson, G. Mack"
7253,45.3032,-122.773,"Hamilton, Troy C."
6438,32.290759,-95.304598,"Mekonnen, Mac A."
3655,40.6869,-73.9905,"Sharma, Yash P."
5548,35.897462,-80.091294,"Heaney, Sean T."
7252,44.580669,-123.260647,"Hamilton, Troy C."
6437,32.539267,-94.791638,"Mekonnen, Mac A."
3654,40.652294,-74.006391,"Sharma, Yash P."
5547,35.931283,-79.989382,"Davis, Bradley C."
7251,44.026596,-116.922751,"Bittner, Chad R."
6436,35.429489,-97.158951,"Dolan, Charles S."
3653,40.693249,-73.973261,"Sharma, Yash P."
5546,35.986233,-80.021442,"Davis, Bradley C."
7250,45.329303,-118.078244,"Watson, Jessy R."
6435,35.493415,-97.744067,"Lessert, Kelly Wade"
3652,40.648954,-74.344645,"Yaqoob, Waqas"
5545,35.915978,-81.516774,"Patterson, G. Mack"
7249,45.434053,-122.560833,"Vandenberg, Bruce M."
6434,30.073662,-94.785246,"Dhedhi, Danish W."
3651,40.6483,-73.9492,"Bhuyan, Mili A."
5544,36.085622,-79.772091,"Qasim, S. Osman"
7248,45.518353,-123.096751,"Kasuba, Tina K."
6433,30.21388,-95.7538,"Cunningham, Michael A."
3650,40.665255,-73.989583,"Sharma, Yash P."
5543,35.238828,-80.8849,"Patterson, G. Mack"
7247,45.529893,-122.843641,"Hamilton, Troy C."
6432,36.160723,-95.898429,"Hall, John E. II"
3649,40.5792,-73.9814,"Sharma, Yash P."
5542,36.070479,-79.862266,"Qasim, S. Osman"
7246,45.224092,-123.192505,"Hammer, Timothy R."
6431,36.1138,-96.1186,"Wills, Orville D."
3647,40.6356,-73.9679,"Sharma, Yash P."
5541,36.064368,-79.824165,"Qasim, S. Osman"
7245,43.213955,-123.358748,"Howard, Brian W."
6430,35.63603,-97.568058,"Opie, Allen J."
3646,40.6535,-73.8866,"Ali, Raja Shahid"
5540,36.150346,-80.277123,"Mehaffey, Paul G."
7243,45.517652,-122.412126,"Vandenberg, Bruce M."
6429,35.435431,-97.600748,"Dolan, Charles S."
3645,40.619,-74.0298,"Sharma, Yash P."
5539,36.0874,-80.2864,"Heaney, Sean T."
7242,45.991762,-123.922896,"Farmer, Patrick D."
6428,35.580146,-97.651772,"Opie, Allen J."
3644,40.6216,-73.9359,"Bhuyan, Mili A."
5538,35.993879,-80.269772,"Heaney, Sean T."
7241,43.122408,-123.412532,"Howard, Brian W."
6427,36.260738,-95.333488,"Hall, John E. II"
3643,40.6334,-73.9189,"Bhuyan, Mili A."
5537,35.903072,-78.906297,"Stuchiner, Tamir"
7240,45.341511,-122.594387,"Farmer, Patrick D."
6426,35.6101,-97.5798,"Lessert, Kelly Wade"
3640,40.65391,-73.95922,"Bhuyan, Mili A."
5536,34.999526,-80.699631,"Qasim, S. Osman"
7239,45.505523,-122.475895,"Vandenberg, Bruce M."
6425,34.739398,-97.217921,"Dolan, Charles S."
3639,40.806033,-73.073586,"Hanley, Christopher M."
5535,35.270717,-77.597088,"Qasim, S. Osman"
7238,45.526199,-122.591846,"Poe, Dennis"
6424,34.989318,-97.368976,"Dolan, Charles S."
3637,40.766452,-73.07454,"Ali, Raja Shahid"
5534,35.599024,-77.332403,"Lyle, Kermit Allen Jr."
7237,45.453243,-122.723946,"Kealer, Scott A."
6423,35.515122,-98.977762,"Burgat, Linda J."
3636,40.670836,-73.525494,"Cookston, Robert L. III"
5533,35.965895,-77.802772,"Crum, Bart H."
7236,45.533284,-122.626212,"Farmer, Patrick D."
6422,35.374371,-97.529697,"Dolan, Charles S."
3635,40.933703,-73.027572,"Hanley, Christopher M."
5532,35.383509,-77.943769,"Blackman, Tonya Letts"
7235,45.492565,-122.579498,"Hausinger, Joseph Allan"
6421,35.4967,-97.5476,"Burgat, Linda J."
3634,40.6535,-73.5837,"Bhuyan, Mili A."
5531,35.73514,-77.948333,"Qasim, S. Osman"
7234,45.446841,-122.629691,"Farmer, Patrick D."
6420,35.4358,-97.4261,"Dolan, Charles S."
3633,40.7475,-73.5416,"Sharma, Yash P."
5530,35.602756,-77.370936,"Lyle, Kermit Allen Jr."
7233,45.549124,-122.579043,"Vandenberg, Bruce M."
6419,30.220301,-95.57641,"Cunningham, Michael A."
3631,40.780109,-73.243442,"Ali, Raja Shahid"
5528,36.493124,-79.73791,"Toms, Daniel J."
7232,45.512045,-122.537239,"Vandenberg, Bruce M."
6418,30.194232,-98.029993,"Funderburg, Dain F."
3630,40.632661,-73.889571,"Ali, Raja Shahid"
5527,34.655578,-79.001488,"Ridge, John E. Jr."
7231,45.5047,-122.645,"Farmer, Patrick D."
6417,30.523491,-97.705682,"Cunningham, Michael A."
3628,40.731251,-73.460158,"Bhuyan, Mili A."
5526,35.650845,-80.45767,"Qasim, S. Osman"
7230,45.58057,-122.71969,"Ashdown, Jeromy"
6416,33.5932,-101.817,"Valdine, Susan M."
3626,40.640638,-73.640051,"Bhuyan, Mili A."
5525,34.88699,-76.917854,"Gage, Stanley J."
7229,45.5089,-122.682,"Farmer, Patrick D."
6415,28.991407,-95.332651,"Cunningham, Michael A."
3625,40.700208,-73.649732,"Rahman, Hafizur"
5524,36.343402,-79.692356,"Tingen, Michael L."
7228,44.614565,-121.134925,"Poe, Dennis"
6414,29.039525,-95.699655,"Cunningham, Michael A."
3624,40.7095,-73.5962,"Cookston, Robert L. III"
5523,34.732717,-76.788652,"Young, Kevin Ashley"
7227,45.496558,-122.537119,"Vandenberg, Bruce M."
6413,30.107037,-97.357334,"Cunningham, Michael A."
3623,40.765416,-73.007999,"Hanley, Christopher M."
5522,35.41373,-78.806837,"Rhodes, Gerald B."
7226,45.416741,-122.633486,"Farmer, Patrick D."
6412,36.310744,-95.617535,"Hall, John E. II"
3622,40.730943,-73.981484,"Cookston, Robert L. III"
5521,34.766227,-77.384382,"Gage, Stanley J."
7225,45.14674,-122.576024,"Poe, Dennis"
6411,36.319685,-95.82445,"Wills, Orville D."
3621,40.945432,-72.940908,"Hanley, Christopher M."
5519,35.133901,-78.878466,"Qasim, S. Osman"
7224,45.534517,-122.48583,"Vandenberg, Bruce M."
6410,34.6378,-99.3252,"Loehr, Michael Anthony"
5986,34.250533,-89.017228,"Brown, Timothy Brett"
5094,25.7148,-80.4115,"Farace, Alvaro C."
4135,33.922786,-84.07278,"Fox, Gregory B."
1339,39.476587,-77.954495,"Clise, Michael W."
9450,28.3815,-81.686431,"Traenkner, Richard C."
8364,34.137773,-117.452861,"Tapia, Fernando"
6823,32.930445,-96.803221,"Bailey, Brian K."
4612,39.292324,-76.731104,"Barber, John C."
3110,28.2312,-82.1803,"Jandrew, Brian K."
1963,44.077177,-93.507482,"Radke, Janet L."
5985,30.924743,-88.584196,"Magee, Gregory S."
5093,26.212835,-81.72739,"Farace, Alvaro C."
4134,33.9354,-83.9592,"Fox, Gregory B."
1336,37.3658,-81.0905,"Shaw, Kevin E."
9433,45.594219,-122.477535,"Hamilton, Troy C."
8362,33.673464,-116.18153,"Tapia, Fernando"
6822,32.662208,-96.842331,"Mekonnen, Mac A."
4611,38.648347,-76.955828,"Barber, John C."
3109,28.142825,-82.326294,"Longen, Jerry A."
1962,47.93629,-97.018894,"Graves, Susan L."
5984,31.610134,-89.204692,"Magee, Matthew"
5092,24.564195,-81.774872,"Ranson, Murphy D. III"
4133,33.881651,-84.164415,"Fox, Gregory B."
1335,37.24575,-81.242049,"Shaw, Kevin E."
9432,47.497982,-122.65458,"Gaube, Steve"
8360,33.735172,-117.867338,"Hosseini, Dariush"
6821,32.632275,-97.370048,"Mayhall, Dennis L."
4610,39.397721,-76.602813,"Clise, Michael W."
3108,42.879228,-73.184277,"Zonfrilli, Joseph V."
1961,45.591681,-94.167738,"Graves, Susan L."
5982,34.9626,-90.0925,"Davis, Diane Ardine"
5091,29.38715,-82.44991,"Briggs, Robert A."
4132,34.11166,-84.554849,"Orcutt, Michael L."
1334,40.0513,-80.7238,"Lacefield, Morgan T."
9431,47.892308,-122.25723,"Farmer, Patrick D."
8359,34.52808,-117.22265,"Tapia, Fernando"
6820,32.740713,-97.015474,"Bailey, Brian K."
4609,39.6457,-77.723,"Clise, Michael W."
3107,44.823054,-73.081424,"Jarvis, Timothy R."
1960,45.558281,-94.158271,"Graves, Susan L."
5981,32.762639,-89.140222,"Cavaliere, Christopher L."
5090,25.7102,-80.2833,"Price, Richard W."
4131,33.99375,-84.15079,"Accary, Jonathan"
1333,40.0435,-80.6609,"Lacefield, Morgan T."
9430,47.181125,-122.546603,"Brown, Michael W."
8358,34.073745,-118.251658,"Patibandla Rao, Malli"
6819,32.969994,-96.603022,"Hamill, R. Brent"
4606,39.054949,-76.52481,"Khan, Mohammad S."
3106,44.200678,-72.506197,"Litwhiler, Michael"
1958,43.641386,-93.368659,"Gritz, Paul M."
5980,34.961836,-89.833747,"Shifflett, Juan Jason"
5089,27.99665,-80.6419,"Price, Richard W."
4130,33.965602,-84.413591,"Orcutt, Michael L."
1331,39.93053,-80.751792,"Lacefield, Morgan T."
9428,47.202924,-122.226632,"Brown, Michael W."
8357,33.395122,-117.513726,"Casey, Shane B."
6818,32.878634,-97.289575,"Mayhall, Dennis L."
4605,39.166963,-76.622924,"Khan, Mohammad S."
3105,44.515762,-73.256324,"Litwhiler, Michael"
1957,44.294278,-93.279487,"Miller, David V."
5979,34.8264,-89.9715,"Shifflett, Juan Jason"
5087,26.3211,-80.0905,"Corcoran, Neal T."
4129,33.852561,-84.669355,"Orcutt, Michael L."
1330,40.0701,-80.7446,"Lacefield, Morgan T."
9427,47.536549,-122.28009,"Keller, Gregory S."
8355,34.1063,-118.065,"Patibandla Rao, Malli"
6817,33.6524,-96.641493,"Palmer, Steven T."
4603,39.128023,-76.541584,"Khan, Mohammad S."
3104,43.59932,-72.970947,"Litwhiler, Michael"
1956,44.4504,-95.7777,"Graves, Susan L."
5978,33.602922,-88.659455,"Brown, Timothy Brett"
5086,25.98158,-80.27695,"Mullins, Erin M."
4128,34.0004,-84.0387,"Accary, Jonathan"
1329,39.6761,-80.8575,"Lacefield, Morgan T."
9426,46.155802,-122.981249,"Farmer, Patrick D."
8354,33.7164,-117.886,"Hosseini, Dariush"
6816,33.015871,-96.532968,"Hamill, R. Brent"
4602,39.539476,-76.355641,"Khan, Mohammad S."
3103,44.493019,-73.117934,"Litwhiler, Michael"
1955,45.0339,-92.846,"Peterson, Wayne A."
5976,34.3108,-89.9401,"Davis, Richard A."
5085,26.759223,-81.452388,"Mullins, Erin M."
4127,33.786973,-84.619232,"Orcutt, Michael L."
1325,38.3416,-81.6636,"Graves, Susan L."
9425,46.219839,-119.787147,"England, Ronald D."
8352,33.839222,-118.353708,"Manos, Anthony P."
6815,32.6586,-97.1743,"Mayhall, Dennis L."
4600,39.248595,-76.6938,"Khan, Mohammad S."
3102,44.4463,-73.2044,"Litwhiler, Michael"
1954,45.062149,-93.247668,"Graves, Susan L."
5975,34.1974,-90.5653,"Davis, Curtis"
5084,26.089042,-80.251815,"Brinkley, Sean A."
4126,33.7986,-84.0422,"Fox, Gregory B."
1323,38.3848,-81.8074,"Graves, Susan L."
9423,32.98924,-96.76826,"Bailey, Brian K."
8351,33.851503,-117.792411,"Manos, Anthony P."
6814,32.8575,-96.581,"Hamill, R. Brent"
4597,40.896243,-73.978309,"Khan, Mohammad S."
3101,44.487977,-73.186929,"Litwhiler, Michael"
1953,44.3165,-94.4621,"Peterson, Wayne A."
5974,34.497564,-89.036057,"Brown, Timothy Brett"
5083,25.94356,-80.147096,"Brinkley, Sean A."
4125,34.089172,-84.483066,"Orcutt, Michael L."
1322,39.281429,-80.344835,"Graves, Susan L."
9422,29.627898,-95.39122,"Abdelmotal, Elsadig M."
8350,37.378064,-118.420578,"Tapia, Fernando"
6813,28.964537,-95.362524,"Cunningham, Michael A."
4596,40.898589,-74.11278,"Ansari, Massoud"
3100,27.97274,-82.05391,"Jandrew, Brian K."
1952,44.3254,-93.9559,"Peterson, Wayne A."
5973,31.246557,-89.800357,"Magee, Matthew"
5082,26.149282,-80.268332,"Dawson, William"
4123,34.01461,-84.553024,"Orcutt, Michael L."
1319,38.34,-81.6159,"Graves, Susan L."
9421,29.98301,-95.40959,"Montemayor, Oscar"
8349,34.18705,-116.055,"Tapia, Fernando"
6812,31.12503,-97.72412,"Cunningham, Michael A."
4595,40.0742,-74.0789,"Joarder, Mohammed Shamsuzzaman"
3094,41.686474,-70.209765,"Jones, Kris Rich"
1951,44.17467,-93.99624,"Peterson, Wayne A."
5972,34.934411,-89.982413,"Brown, Timothy Brett"
5081,25.98349,-80.31075,"Dawson, William"
4122,31.981869,-81.166121,"Orcutt, Michael L."
1318,38.4256,-81.786,"Graves, Susan L."
9420,30.062786,-99.167987,"Funderburg, Dain F."
8347,33.9932,-118.283,"Saalabi, Mahmood"
6811,29.996782,-95.17188,"Dennis, Brian K."
4594,40.66498,-74.577486,"Sheikh, Aziz A."
3093,42.2819,-71.0366,"Rivard, Robert P."
1950,44.145,-93.9887,"Peterson, Wayne A."
5971,34.366289,-89.552004,"Brown, Timothy Brett"
5080,26.1665,-80.1412,"Dawson, William"
4121,34.022441,-84.267844,"Orcutt, Michael L."
1316,39.626364,-79.955403,"Graves, Susan L."
9418,33.058505,-96.902631,"McKanna, Michael Corey"
8345,36.808591,-119.708401,"Patibandla Rao, Malli"
6810,30.004945,-95.259724,"Cunningham, Michael A."
4593,40.802646,-74.481786,"Jahangir, Waheed"
3092,42.0807,-71.388,"Dufficy, Jeffrey P."
1949,45.058903,-93.31473,"Graves, Susan L."
5969,32.610954,-90.008861,"Yildirim, Molly Hilal"
5079,26.019915,-80.279558,"Martinez, Carlos H."
4119,32.21543,-82.40878,"Menard, Michael E."
1315,40.4204,-80.5725,"Lacefield, Morgan T."
9417,33.17872,-96.86743,"See, Kevin P."
8344,34.154682,-119.182302,"Hishmeh, Tareq M."
6809,29.8532,-95.3003,"Abdelmotal, Elsadig M."
4592,40.453785,-74.300168,"Zaidi, Syed S."
3091,43.858261,-70.101664,"Stelser, Fernando J."
1948,45.0142,-92.9921,"Nordberg, David C."
5968,30.444523,-88.529441,"Magee, Matthew"
5078,26.1924,-80.2521,"Martinez, Carlos H."
4117,34.103611,-84.003994,"Orcutt, Michael L."
1311,39.657779,-79.963818,"Graves, Susan L."
9415,32.4602,-99.75802,"Palmer, Steven T."
8342,34.2771,-118.398,"Patibandla Rao, Malli"
6808,31.0589,-97.4627,"Cunningham, Michael A."
4591,39.0135,-74.9392,"Jonas, Robert"
3090,42.603563,-71.34563,"Mikhail, Tamer"
1947,44.957893,-93.294998,"Graves, Susan L."
5967,34.619873,-89.958007,"Shifflett, Juan Jason"
5077,28.92322,-81.18889,"Reulbach, Anthony S."
4116,33.86875,-84.84004,"Orcutt, Michael L."
1309,38.992199,-80.230505,"Graves, Susan L."
9414,33.26034,-97.22313,"Palmer, Steven T."
8341,34.040582,-118.163168,"Manos, Anthony P."
6807,29.378467,-95.006172,"Hamill, R. Brent"
4590,38.984571,-74.824002,"Williams, Joseph A."
3089,41.6632,-70.2995,"Jones, Kris Rich"
1946,44.942844,-93.104447,"Graves, Susan L."
5965,33.774797,-89.82459,"Brown, Timothy Brett"
5076,26.45894,-80.06734,"Jandrew, Brian K."
4114,33.445742,-84.32452,"Orcutt, Michael L."
1308,39.035411,-80.457692,"Graves, Susan L."
9412,32.73758,-101.95181,"Dumais, Norma Leticia"
8340,33.468391,-117.699151,"Lam, Danh Cong"
6806,33.216167,-96.634433,"Hamill, R. Brent"
4589,40.7112,-74.3114,"Ansari, Massoud"
3088,42.6231,-73.1142,"Zonfrilli, Joseph V."
1945,44.920578,-93.252409,"Graves, Susan L."
5964,34.226598,-88.720362,"Dhedhi, Danish W."
5075,26.187759,-80.17561,"Jandrew, Brian K."
4113,33.72019,-84.93768,"Orcutt, Michael L."
1307,39.479235,-80.122691,"Graves, Susan L."
9411,26.327415,-98.390331,"Benevente, Thomas R."
8339,34.557481,-118.047403,"Hosseini, Dariush"
6805,32.811605,-96.932712,"Bailey, Brian K."
4588,40.7143,-74.3448,"Jahangir, Waheed"
3085,46.6796,-68.0159,"Prior, Lee S."
1944,45.019094,-93.106029,"Graves, Susan L."
5962,33.45486,-88.81318,"Mueller, Glenn A."
5074,26.371475,-80.206818,"Jandrew, Brian K."
4112,30.789808,-81.653644,"Nagengast, Michael P."
