StoreID,Latitude,Longitude,City,State,Franchisee,Phone,IsOpen,StoreAsOfTime,EstimatedWaitMinutes
1989,45.2807,-92.9848,Forest Lake,MN,"Nordberg, David C.",(651) 464-7080,False,2023-01-07 07:01:30,20-30
1369,37.981213,-86.168991,Brandenburg,KY,"Harding, Michael",(270) 422-4230,False,2023-01-07 07:56:13,15-25
6019,41.788,-107.238,Rawlins,WY,"Riddle, Charles M.",(307) 328-1400,False,2023-01-07 06:03:48,22-37
1988,45.053797,-93.366851,Crystal,MN,"Graves, Susan L.",(763) 535-6313,False,2023-01-07 07:01:30,20-35
1367,38.944128,-84.508957,Independence,KY,"Glass, John B.",(859) 363-2800,False,2023-01-07 07:56:13,15-25
6018,37.977323,-78.211172,Zion Crossroads,VA,"Cobbs, Kenneth L. II",(540) 920-2999,False,2023-01-07 08:03:48,20-30
1987,46.721622,-92.450732,Cloquet,MN,"Carlson, Duane L. Jr.",(218) 499-0099,False,2023-01-07 07:01:31,14-29
1366,37.997151,-85.706475,Shepherdsville,KY,"Harding, Michael",(502) 543-1212,False,2023-01-07 07:56:13,20-30
6017,38.88715,-76.900233,Capitol Heights,MD,"Carter, Malcolm",(301) 333-5900,False,2023-01-07 08:03:48,15-25
1986,46.8223,-92.0742,Duluth,MN,"Carlson, Duane L. Jr.",(218) 728-3627,False,2023-01-07 07:01:30,30-40
1365,38.918424,-84.626829,Walton,KY,"Glass, John B.",(859) 485-0700,False,2023-01-07 07:56:12,16-26
6016,38.73255,-77.475094,Manassas,VA,"Carraway, Mary Lynne",(703) 330-8000,False,2023-01-07 08:03:48,12-22
1985,46.789483,-92.098461,Duluth,MN,"Carlson, Duane L. Jr.",(218) 722-3030,False,2023-01-07 07:01:30,20-30
1363,39.288962,-80.243483,Bridgeport,WV,"Graves, Susan L.",(304) 848-2525,False,2023-01-07 07:56:12,20-30
6015,38.390893,-78.965104,Bridgewater,VA,"Miller, Rebecca Lynn",(540) 828-1777,False,2023-01-07 08:03:48,13-23
1984,47.420005,-92.922946,Hibbing,MN,"Carlson, Duane L. Jr.",(218) 262-6695,False,2023-01-07 07:01:30,20-30
1362,38.5394,-81.939,eleanor,WV,"Graves, Susan L.",(304) 586-2500,False,2023-01-07 07:56:12,20-30
6014,37.25792,-76.740405,Williamsburg,VA,"Boyle, Scott M.",(757) 258-8788,False,2023-01-07 08:03:48,15-25
1983,46.284563,-96.07456,Fergus Falls,MN,"Graves, Susan L.",(218) 736-5411,False,2023-01-07 07:01:30,23-38
1361,38.4226,-82.4225,Huntington,WV,"Graves, Susan L.",(304) 697-3300,False,2023-01-07 07:56:12,20-30
6013,37.276042,-79.097652,Rustburg,VA,"Cobbs, Kenneth L. II",(434) 332-1135,False,2023-01-07 08:03:48,20-30
1982,46.925516,-95.033919,Park Rapids,MN,"Carlson, Duane L. Jr.",(218) 237-3344,False,2023-01-07 07:01:30,20-30
1360,40.3213,-80.595,Follansbee,WV,"Lacefield, Morgan T.",(304) 527-3030,False,2023-01-07 07:56:12,20-30
6012,37.369413,-79.30186,Forest,VA,"Cobbs, Kenneth L. II",(434) 385-0404,False,2023-01-07 08:03:48,15-28
1981,48.11865,-96.190902,Thief River Falls,MN,"Graves, Susan L.",(218) 681-6000,False,2023-01-07 07:01:30,23-38
1359,38.067655,-84.53042,Lexington,KY,"Reisch, Christian J.",(859) 300-6464,False,2023-01-07 07:56:12,15-25
6010,41.262922,-110.957875,Evanston,WY,"Riddle, Charles M.",(307) 789-7899,False,2023-01-07 06:03:48,14-24
1980,44.733073,-93.128825,Rosemount,MN,"Miller, David V.",(651) 423-6090,True,2023-01-07 06:56:59,
1356,37.729565,-81.111293,Daniels,WV,"Horn, John",(304) 763-5300,False,2023-01-07 07:56:12,30-40
6009,39.32415,-77.623567,Brunswick,MD,"Clise, Michael W.",(301) 834-3000,False,2023-01-07 08:03:48,15-25
1979,47.7786,-96.6033,Crookston,MN,"Graves, Susan L.",(218) 281-3671,False,2023-01-07 07:01:30,23-38
1354,39.357774,-78.040211,Inwood,WV,"Clise, Michael W.",(304) 229-2121,False,2023-01-07 07:56:12,15-25
6008,38.037717,-79.024617,Stuarts Draft,VA,"Miller, Rebecca Lynn",(540) 337-4200,False,2023-01-07 08:03:48,13-28
1977,47.025648,-91.672546,Two Harbors,MN,"Carlson, Duane L. Jr.",(218) 510-0696,False,2023-01-07 07:01:30,20-30
1353,39.433561,-77.813684,Shepherdstown,WV,"Clise, Michael W.",(304) 876-2595,False,2023-01-07 07:56:12,15-25
6007,44.26869,-105.5081,Gillette,WY,"Erwin, Allan F.",(307) 682-5999,False,2023-01-07 06:03:48,20-30
1976,44.86281,-93.531192,Chanhassen,MN,"Peterson, Wayne A.",(952) 934-6878,False,2023-01-07 07:01:32,20-31
1352,39.4359,-78.9824,Keyser,WV,"Clise, Michael W.",(304) 788-6400,False,2023-01-07 07:56:12,15-25
6006,41.109307,-104.800087,Cheyenne,WY,"Feavel, Jay B.",(307) 222-1149,False,2023-01-07 06:03:48,30-40
1975,44.8532,-93.0451,Inver Grove Heights,MN,"Graves, Susan L.",(651) 455-5064,False,2023-01-07 07:01:30,15-30
1351,39.2978,-77.862,Ranson,WV,"Clise, Michael W.",(304) 725-2095,False,2023-01-07 07:56:12,15-25
6005,44.749649,-108.764789,Powell,WY,"Erwin, Allan F.",(307) 754-3211,False,2023-01-07 06:03:48,15-25
1974,44.93625,-93.65829,Mound,MN,"Graves, Susan L.",(952) 472-3030,False,2023-01-07 07:01:30,30-45
1350,39.4476,-77.9801,Martinsburg,WV,"Clise, Michael W.",(304) 267-7600,False,2023-01-07 07:56:12,15-25
6004,42.745566,-105.364325,Douglas,WY,"Hahn, Carl N.",(307) 624-2020,False,2023-01-07 06:03:47,25-40
1973,44.788454,-93.601598,Chaska,MN,"Graves, Susan L.",(952) 448-4408,False,2023-01-07 07:01:30,20-35
1349,39.3483,-78.754,Romney,WV,"Clise, Michael W.",(304) 822-3866,False,2023-01-07 07:56:12,15-25
6003,42.071388,-104.188711,Torrington,WY,"Hackett, Michael D.",(307) 532-0330,False,2023-01-07 06:03:47,15-25
1972,46.506058,-94.295597,Nisswa,MN,"Johnson, Corey L.",(218) 963-5100,False,2023-01-07 07:01:30,20-30
1347,39.548019,-77.913733,Falling Waters,WV,"Clise, Michael W.",(304) 274-3010,False,2023-01-07 07:56:12,15-25
6002,41.16092,-104.765826,Cheyenne,WY,"Feavel, Jay B.",(307) 635-3030,False,2023-01-07 06:03:48,30-40
1971,45.10652,-93.212774,Moundsview,MN,"Krueger, Joel G.",(763) 786-2383,False,2023-01-07 07:01:30,15-15
1346,40.1691,-80.5993,West Liberty,WV,"Lacefield, Morgan T.",(304) 336-4400,False,2023-01-07 07:56:12,40-50
6001,41.145702,-104.816214,Cheyenne,WY,"Feavel, Jay B.",(307) 637-3030,False,2023-01-07 06:03:47,25-40
1970,44.45609,-93.159468,Northfield,MN,"Miller, David V.",(507) 663-1221,False,2023-01-07 07:01:30,25-35
1345,39.6016,-80.9383,Paden City,WV,"Lacefield, Morgan T.",(304) 337-2223,False,2023-01-07 07:56:12,20-30
6000,29.7085,-95.1238,Deer Park,MS,"Dhedhi, Danish W.",(662) 841-9500,False,2023-01-07 07:03:47,17-27
1969,45.334255,-93.734376,Big Lake,MN,"Miller, David V.",(952) 440-3030,False,2023-01-07 07:01:30,12-22
1344,38.030011,-81.122129,Fayetteville,WV,"Horn, John",(304) 465-3030,False,2023-01-07 07:56:12,15-25
5995,34.304439,-88.707908,Tupelo,MS,"Dhedhi, Danish W.",(662) 841-9500,False,2023-01-07 07:03:47,15-25
1968,44.716955,-93.419345,Prior Lake,MN,"Miller, David V.",(952) 440-3030,False,2023-01-07 07:01:30,13-23
1343,37.8106,-81.1862,Beckley,WV,"Horn, John",(304) 256-3003,False,2023-01-07 07:56:12,30-40
5994,34.753338,-89.456804,Holly Springs,MS,"Brown, Timothy Brett",(662) 252-5252,False,2023-01-07 07:03:47,15-25
1967,44.7224,-92.8514,Hastings,MN,"Peterson, Wayne A.",(651) 437-3930,False,2023-01-07 07:01:30,30-40
1342,38.81,-81.7032,Ripley,WV,"Baker, Christopher J.",(304) 372-1600,False,2023-01-07 07:56:12,20-30
5993,34.675307,-88.562012,Booneville,MS,"Brown, Timothy Brett",(662) 728-7778,False,2023-01-07 07:03:47,15-25
1966,45.0258,-93.4489,Plymouth,MN,"Graves, Susan L.",(763) 557-9999,False,2023-01-07 07:01:30,20-35
1341,39.388214,-81.207648,Saint Marys,WV,"Baker, Christopher J.",(304) 684-2684,False,2023-01-07 07:56:12,20-30
5992,34.918668,-88.512103,Corinth,MS,"Brown, Timothy Brett",(662) 284-9099,False,2023-01-07 07:03:47,40-50
1965,45.066621,-93.968227,Waverly,MN,"Herdklotz, Skip Emory",(763) 658-4916,False,2023-01-07 07:01:29,20-30
1340,38.8429,-82.1375,Point Pleasant,WV,"Graves, Susan L.",(304) 675-5858,False,2023-01-07 07:56:11,18-28
5990,31.143984,-89.406469,Purvis,MS,"Magee, Matthew",(601) 794-6660,False,2023-01-07 07:03:47,11-21
1964,46.342173,-94.249709,Baxter,MN,"Johnson, Corey L.",(218) 297-3030,False,2023-01-07 07:01:29,20-30
1339,39.476587,-77.954495,Martinsburg,WV,"Clise, Michael W.",(304) 263-3000,False,2023-01-07 07:56:11,15-25
5989,33.754416,-90.71585,Cleveland,MS,"Anderson, Neal W.",(662) 843-3663,True,2023-01-07 07:04:16,
1963,44.077177,-93.507482,Waseca,MN,"Radke, Janet L.",(507) 833-8888,False,2023-01-07 07:01:29,20-30
1336,37.3658,-81.0905,Princeton,WV,"Shaw, Kevin E.",(304) 425-0505,False,2023-01-07 07:56:33,
5988,30.847483,-89.152093,Wiggins,MS,"Magee, Gregory S.",(601) 928-2727,False,2023-01-07 07:03:47,13-23
1962,47.93629,-97.018894,East Grand Forks,MN,"Graves, Susan L.",(218) 773-2121,False,2023-01-07 07:01:29,15-30
1335,37.24575,-81.242049,Bluefield,VA,"Shaw, Kevin E.",(276) 326-7070,False,2023-01-07 07:56:11,15-25
5987,30.834988,-89.53829,Poplarville,MS,"Magee, Gregory S.",(601) 403-8500,False,2023-01-07 07:03:47,15-25
1961,45.591681,-94.167738,Sauk Rapids,MN,"Graves, Susan L.",(320) 251-4885,False,2023-01-07 07:01:29,20-35
1334,40.0513,-80.7238,Wheeling,WV,"Lacefield, Morgan T.",(304) 232-3030,False,2023-01-07 07:56:11,20-30
5559,35.28029,-81.545874,Shelby,NC,"Qasim, S. Osman",(704) 484-1717,False,2023-01-07 08:03:31,15-25
3665,40.7306,-73.1942,East Islip,NY,"Ali, Raja Shahid",(631) 277-1300,False,2023-01-07 08:02:22,15-25
2555,39.7787,-86.1611,Indianapolis,IN,"Mueller, Glenn A.",(317) 635-3030,False,2023-01-07 08:01:47,15-25
9302,32.357966,-106.756833,Las Cruces,NM,"Bailey, Brian K.",(575) 521-3030,False,2023-01-07 06:05:48,15-25
7262,42.465216,-122.813096,Eagle Point,OR,"Anderson, Shane H.",(541) 826-7070,False,2023-01-07 05:04:39,21-31
6446,35.420416,-97.484694,Oklahoma City,OK,"Dolan, Charles S.",(405) 670-6000,False,2023-01-07 07:04:05,20-30
5558,35.790643,-80.85183,Statesville,NC,"Qasim, S. Osman",(704) 872-3030,False,2023-01-07 08:03:31,20-30
3660,40.8455,-73.8646,Bronx,NY,"Cookston, Robert L. III",(718) 822-6010,False,2023-01-07 08:02:22,15-25
2554,39.863547,-85.969467,Indianapolis,IN,"Mueller, Glenn A.",(317) 823-0030,False,2023-01-07 08:01:47,15-25
9301,34.392403,-103.330747,Cannon AFB,NM,"Bailey, Brian K.",(575) 784-3033,False,2023-01-07 06:05:48,15-25
7261,43.35781,-124.214333,Coos Bay OR,OR,"Hodges, Jerry D.",(541) 982-6200,False,2023-01-07 05:04:39,21-31
6445,35.421149,-97.541654,Oklahoma City,OK,"Dolan, Charles S.",(405) 681-9525,False,2023-01-07 07:04:05,20-30
5557,35.243329,-81.134983,Gastonia,NC,"Patterson, G. Mack",(704) 867-5868,False,2023-01-07 08:03:31,20-30
3659,40.8337,-73.8568,Bronx,NY,"Cookston, Robert L. III",(718) 518-8770,False,2023-01-07 08:02:22,45-55
2552,39.925634,-85.382693,New Castle,IN,"Schlater, Christopher",(765) 388-5500,False,2023-01-07 08:01:47,10-20
9300,35.655666,-109.039446,Window Rock,NM,"Bailey, Brian K.",(505) 371-3600,False,2023-01-07 06:05:48,15-25
7259,44.260238,-121.177937,Redmond,OR,"Poe, Dennis",(541) 504-5577,False,2023-01-07 05:04:39,25-35
6444,35.966143,-96.01106,Glenpool,OK,"Hall, John E. II",(918) 528-5770,False,2023-01-07 07:04:05,35-45
5556,35.486554,-80.610461,Kannapolis,NC,"Qasim, S. Osman",(704) 933-4444,False,2023-01-07 08:03:31,20-30
3657,40.87685,-73.84697,Bronx,NY,"Cookston, Robert L. III",(718) 671-5155,False,2023-01-07 08:02:22,12-22
2551,39.829163,-84.852095,Richmond,IN,"Schlater, Christopher",(765) 200-7000,False,2023-01-07 08:01:47,10-20
9298,32.403262,-98.787525,Eastland,TX,"Renfro, Emily R.",(254) 629-3399,False,2023-01-07 07:05:48,10-20
7258,44.802531,-122.793952,Stayton,OR,"Hamilton, Troy C.",(971) 332-1900,False,2023-01-07 05:04:39,20-30
6443,35.337636,-97.47715,Moore,OK,"Dolan, Charles S.",(405) 793-1988,False,2023-01-07 07:04:05,20-30
5553,36.186224,-80.272607,Winston-Salem,NC,"Mehaffey, Paul G.",(336) 701-0077,False,2023-01-07 08:03:30,10-20
3656,40.619,-74.0089,Brooklyn,NY,"Sharma, Yash P.",(718) 833-9222,False,2023-01-07 08:02:22,20-30
2550,39.826608,-84.907551,Richmond,IN,"Schlater, Christopher",(765) 966-8351,False,2023-01-07 08:01:47,10-20
9297,34.840035,-102.405625,Hereford,TX,"Vigil, Lawrence A.",(806) 360-4200,False,2023-01-07 07:05:48,15-25
7257,32.271344,-80.867541,Bluffton,SC,"Fox, Aaron A.",(843) 706-3111,False,2023-01-07 08:04:39,25-40
6442,32.869,-97.3716,Saginaw,TX,"Mayhall, Dennis L.",(817) 847-4444,False,2023-01-07 07:04:05,20-30
5552,35.174271,-80.875596,Charlotte,NC,"Patterson, G. Mack",(704) 527-7892,False,2023-01-07 08:03:30,15-25
3655,40.6869,-73.9905,Brooklyn,NY,"Sharma, Yash P.",(718) 596-7000,False,2023-01-07 08:02:22,13-23
2549,38.860646,-86.489386,Bedford,IN,"Harding, Michael",(812) 508-8484,False,2023-01-07 08:01:47,17-26
9296,33.228397,-97.592135,Decatur,TX,"Mayhall, Dennis L.",(940) 627-4700,False,2023-01-07 07:05:48,20-30
7256,44.9219,-123.317,Dallas,OR,"Hammer, Timothy R.",(503) 623-8888,False,2023-01-07 05:04:39,15-25
6441,34.021913,-94.73817,Broken Bow,OK,"Mekonnen, Mac A.",(580) 306-9500,False,2023-01-07 07:04:04,15-30
5551,35.307332,-80.720869,Charlotte,NC,"Patterson, G. Mack",(704) 596-7071,False,2023-01-07 08:03:31,20-30
3654,40.652294,-74.006391,Brooklyn,NY,"Sharma, Yash P.",(718) 633-3733,True,2023-01-07 08:02:51,
2548,39.7981,-86.26467,Speedway,IN,"Mueller, Glenn A.",(317) 881-3030,False,2023-01-07 08:01:47,15-25
9295,30.475499,-97.840315,Cedar Park,TX,"Burnham, Mason",(512) 814-2028,False,2023-01-07 07:05:48,15-25
7255,45.2633,-122.689,Canby,OR,"Hammer, Timothy R.",(503) 266-4944,False,2023-01-07 05:04:39,21-31
6440,35.2183,-97.4222,Norman,OK,"Dolan, Charles S.",(405) 329-8181,False,2023-01-07 07:04:05,13-23
5550,35.204281,-80.760373,Charlotte,NC,"Patterson, G. Mack",(704) 531-7713,False,2023-01-07 08:03:30,15-25
3653,40.693249,-73.973261,Brooklyn,NY,"Sharma, Yash P.",(718) 522-3733,False,2023-01-07 08:02:22,50-60
2547,39.6051,-86.1957,Greenwood,IN,"Mueller, Glenn A.",(317) 881-3030,False,2023-01-07 08:01:47,30-40
9294,33.3965,-96.9458,Pilot Point,TX,"Palmer, Steven T.",(940) 686-5500,False,2023-01-07 07:05:48,21-36
7254,45.859,-122.818,Saint Helens,OR,"Parks, Caleb Jeffrey",(503) 397-3030,False,2023-01-07 05:04:39,18-28
6439,35.233631,-97.48779,Norman,OK,"Dolan, Charles S.",(405) 573-2000,False,2023-01-07 07:04:05,20-30
5549,36.208347,-81.673361,Boone,NC,"Patterson, G. Mack",(828) 264-6507,False,2023-01-07 08:03:30,25-40
3652,40.648954,-74.344645,Westfield,NJ,"Yaqoob, Waqas",(908) 889-1818,False,2023-01-07 08:02:22,20-30
2546,39.7119,-86.3719,Plainfield,IN,"Mueller, Glenn A.",(317) 839-3966,False,2023-01-07 08:01:47,15-25
9292,30.108315,-95.384329,Spring,TX,"Cunningham, Michael A.",(281) 528-4083,False,2023-01-07 07:05:48,20-30
7253,45.3032,-122.773,Wilsonville,OR,"Hamilton, Troy C.",(503) 582-9393,False,2023-01-07 05:04:39,20-30
6438,32.290759,-95.304598,Tyler,TX,"Mekonnen, Mac A.",(903) 597-8000,False,2023-01-07 07:04:04,15-25
5548,35.897462,-80.091294,Thomasville,NC,"Heaney, Sean T.",(336) 472-6111,False,2023-01-07 08:03:30,25-35
3651,40.6483,-73.9492,Brooklyn,NY,"Bhuyan, Mili A.",(718) 826-3030,False,2023-01-07 08:02:22,30-40
2545,39.221833,-86.605981,Ellettsville,IN,"Harding, Michael",(812) 650-5099,False,2023-01-07 08:01:47,17-26
9291,32.947341,-96.992815,Coppell,TX,"Bailey, Brian K.",(972) 462-1400,False,2023-01-07 07:05:48,15-25
7252,44.580669,-123.260647,Corvallis,OR,"Hamilton, Troy C.",(541) 257-5999,False,2023-01-07 05:04:39,15-30
6437,32.539267,-94.791638,Longview,TX,"Mekonnen, Mac A.",(903) 297-9009,True,2023-01-07 07:04:33,
5547,35.931283,-79.989382,High Point,NC,"Davis, Bradley C.",(336) 889-7424,False,2023-01-07 08:03:30,25-35
3650,40.665255,-73.989583,Brooklyn,NY,"Sharma, Yash P.",(718) 972-3733,False,2023-01-07 08:02:21,13-23
2544,39.631134,-86.114718,Greenwood,IN,"Mueller, Glenn A.",(317) 859-3030,False,2023-01-07 08:01:47,14-24
9290,33.152223,-96.715755,McKinney,TX,"Hamill, R. Brent",(214) 592-0344,False,2023-01-07 07:05:48,12-27
7251,44.026596,-116.922751,Fruitland,ID,"Bittner, Chad R.",(208) 452-6755,False,2023-01-07 06:04:39,25-40
6436,35.429489,-97.158951,Harrah,OK,"Dolan, Charles S.",(405) 817-0010,False,2023-01-07 07:04:04,20-30
5546,35.986233,-80.021442,High Point,NC,"Davis, Bradley C.",(336) 841-2115,False,2023-01-07 08:03:30,20-30
3649,40.5792,-73.9814,Brooklyn,NY,"Sharma, Yash P.",(718) 265-5600,False,2023-01-07 08:02:21,2-12
2543,40.0984,-85.654,Anderson,IN,"Mueller, Glenn A.",(765) 644-2900,False,2023-01-07 08:01:47,20-30
9289,32.332169,-96.142713,Gun Barrell City,TX,"Mekonnen, Mac A.",(903) 887-4040,False,2023-01-07 07:05:48,18-33
7250,45.329303,-118.078244,La Grande,OR,"Watson, Jessy R.",(541) 963-2261,False,2023-01-07 05:04:42,
6435,35.493415,-97.744067,Yukon,OK,"Lessert, Kelly Wade",(405) 350-1451,False,2023-01-07 07:04:04,20-30
5545,35.915978,-81.516774,Lenoir,NC,"Patterson, G. Mack",(828) 758-7011,False,2023-01-07 08:03:30,15-25
3647,40.6356,-73.9679,Brooklyn,NY,"Sharma, Yash P.",(718) 692-0900,False,2023-01-07 08:02:22,15-25
2542,39.523,-85.7697,Shelbyville,IN,"Mueller, Glenn A.",(317) 398-0724,False,2023-01-07 08:01:47,12-22
9288,32.757268,-96.822473,Dallas,TX,"Bailey, Brian K.",(469) 804-6030,False,2023-01-07 07:05:48,13-23
7249,45.434053,-122.560833,Clackamas,OR,"Vandenberg, Bruce M.",(503) 353-3999,False,2023-01-07 05:04:38,20-35
6434,30.073662,-94.785246,Liberty,TX,"Dhedhi, Danish W.",(936) 336-1900,False,2023-01-07 07:04:04,13-23
5544,36.085622,-79.772091,Greensboro,NC,"Qasim, S. Osman",(336) 272-9833,False,2023-01-07 08:03:30,12-27
3646,40.6535,-73.8866,Brooklyn,NY,"Ali, Raja Shahid",(718) 272-1212,False,2023-01-07 08:02:22,20-30
2541,39.4951,-86.065,Franklin,IN,"Mueller, Glenn A.",(317) 738-4455,False,2023-01-07 08:01:47,12-22
9287,31.581634,-102.890958,Monahans,TX,"Gerety, Cassie",(432) 943-3331,False,2023-01-07 07:05:48,15-25
7248,45.518353,-123.096751,Forest Grove,OR,"Kasuba, Tina K.",(503) 992-7722,False,2023-01-07 05:04:38,20-35
6433,30.21388,-95.7538,Magnolia,TX,"Cunningham, Michael A.",(281) 259-6007,False,2023-01-07 07:04:04,15-25
5543,35.238828,-80.8849,Charlotte,NC,"Patterson, G. Mack",(704) 573-4800,False,2023-01-07 08:03:30,15-25
3645,40.619,-74.0298,Brooklyn,NY,"Sharma, Yash P.",(718) 748-7879,False,2023-01-07 08:02:21,22-32
2540,39.2231,-85.9051,Columbus,IN,"Mueller, Glenn A.",(812) 348-6300,False,2023-01-07 08:01:47,14-24
9286,32.578794,-97.240243,Fort Worth,TX,"Mayhall, Dennis L.",(817) 985-5555,False,2023-01-07 07:05:48,20-30
7247,45.529893,-122.843641,Beaverton,OR,"Hamilton, Troy C.",(503) 645-0030,False,2023-01-07 05:04:39,21-31
6432,36.160723,-95.898429,Tulsa,OK,"Hall, John E. II",(918) 747-3030,False,2023-01-07 07:04:04,30-40
5542,36.070479,-79.862266,Greensboro,NC,"Qasim, S. Osman",(336) 854-1591,False,2023-01-07 08:03:30,15-30
3644,40.6216,-73.9359,Brooklyn,NY,"Bhuyan, Mili A.",(718) 692-2000,False,2023-01-07 08:02:21,13-23
2539,39.349329,-85.978819,Edinburgh,IN,"Mueller, Glenn A.",(812) 526-4000,False,2023-01-07 08:01:47,14-24
9285,30.30198,-97.738267,Austin,TX,"Cunningham, Michael A.",(512) 580-6488,False,2023-01-07 07:05:47,20-30
7246,45.224092,-123.192505,Mcminnville,OR,"Hammer, Timothy R.",(503) 434-4300,False,2023-01-07 05:04:38,15-25
6431,36.1138,-96.1186,Sand Springs,OK,"Wills, Orville D.",(918) 241-4444,False,2023-01-07 07:04:04,25-35
5541,36.064368,-79.824165,Greensboro,NC,"Qasim, S. Osman",(336) 272-6156,False,2023-01-07 08:03:30,15-30
3643,40.6334,-73.9189,Brooklyn,NY,"Bhuyan, Mili A.",(718) 763-7007,False,2023-01-07 08:02:21,27-37
2538,38.731538,-88.077981,Olney,IL,"Duvall, Samuel Edward",(618) 392-8000,False,2023-01-07 07:01:47,13-23
9284,30.117418,-95.554142,Spring,TX,"Abdelmotal, Elsadig M.",(979) 885-0100,False,2023-01-07 07:05:47,20-30
7245,43.213955,-123.358748,Roseburg,OR,"Howard, Brian W.",(541) 673-2222,False,2023-01-07 05:04:38,20-30
6430,35.63603,-97.568058,Edmond,OK,"Opie, Allen J.",(405) 513-5989,False,2023-01-07 07:04:04,20-35
5540,36.150346,-80.277123,Winston Salem,NC,"Mehaffey, Paul G.",(336) 759-2011,False,2023-01-07 08:03:30,16-26
3640,40.65391,-73.95922,Brooklyn,NY,"Bhuyan, Mili A.",(718) 928-2600,False,2023-01-07 08:02:21,30-40
2537,37.9521,-87.4049,Newburgh,IN,"Seagle, Joseph M.",(812) 853-3030,False,2023-01-07 07:01:47,15-25
9283,29.300926,-94.790037,Galveston,TX,"Abdelmotal, Elsadig M.",(979) 885-0100,False,2023-01-07 07:05:47,15-25
7243,45.517652,-122.412126,Gresham,OR,"Vandenberg, Bruce M.",(503) 667-3030,False,2023-01-07 05:04:38,20-30
6429,35.435431,-97.600748,Oklahoma City,OK,"Dolan, Charles S.",(405) 688-4349,False,2023-01-07 07:04:04,20-30
5539,36.0874,-80.2864,Winston Salem,NC,"Heaney, Sean T.",(336) 659-0065,False,2023-01-07 08:03:30,15-25
3639,40.806033,-73.073586,Holbrook,NY,"Hanley, Christopher M.",(631) 585-0990,False,2023-01-07 08:02:21,14-29
