store,phone,street,city,state,zipCode,isOpen,storeTime,latitude,longitude,carryoutEta,deliveryEta
1108,734-483-8000,2121 S Grove Rd,Ypsilanti,MI,48198,False,2022-12-27 05:23:23,42.2169,-83.5678,20-30,20-30
1109,734-332-1111,2282 South Main Street,Ann Arbor,MI,48103,False,2022-12-27 05:23:23,42.253448,-83.752221,15-30,15-30
1119,517-619-1234,1105 E Grand River Ave,East Lansing,MI,48823,False,2022-12-27 05:23:23,42.731432,-84.469433,20-35,20-35
1110,734-525-2222,8017 N Wayne Road,Westland,MI,48185,False,2022-12-27 05:23:23,42.3464,-83.3855,20-30,20-30
1102,734-913-8888,25 Jackson Industrial Dr,Ann Arbor,MI,48103,False,2022-12-27 05:23:23,42.28842,-83.843774,16-31,16-31
1128,517-376-6940,1900 N Latson Rd,Howell,MI,48843,False,2022-12-27 05:23:23,42.628337,-83.874683,14-24,14-24
1118,734-769-4444,716 Packard Street,Ann Arbor,MI,48107,False,2022-12-27 05:23:23,42.270216,-83.740224,16-31,16-31
1134,586-716-7770,35346 23 Mile Rd.,New Baltimore,MI,48047,False,2022-12-27 05:23:23,42.675732,-82.749792,14-24,14-24
1133,616-771-0000,3151 Breton Road SE,Kentwood,MI,49512,False,2022-12-27 05:23:23,42.906391,-85.607732,20-30,20-30
1036,313-839-6700,13250 Gratiot Ave,Detroit,MI,48205,False,2022-12-27 05:23:22,42.4232,-82.9854,25-35,25-35
1143,906-428-6075,21 Lowrie Drive,Gladstone,MI,49837,False,2022-12-27 05:23:24,45.837,-87.0372,20-30,20-30
1139,586-447-3100,15143 E 10 Mile Rd.,Eastpointe,MI,48021,False,2022-12-27 05:23:24,42.479543,-82.964529,20-30,20-30
1043,616-986-1500,5164 Lake Michigan Dr Suite A,Allendale,MI,49401,False,2022-12-27 05:23:22,42.972028,-85.913662,15-25,15-25
1074,810-433-4544,913 N Leroy St,Fenton,MI,48430,False,2022-12-27 05:23:22,42.80723,-83.707131,15-25,15-25
1147,616-369-9466,4038 Alpine Ave NW,comstock park,MI,49321,False,2022-12-27 05:23:23,43.03671,-85.6885,20-30,20-30
1148,616-887-8000,630 S. State St,Sparta,MI,49345,False,2022-12-27 05:23:24,43.145637,-85.710055,20-30,20-30
1138,616-475-5555,1025 Division Ave S,Grand Rapids,MI,49507,False,2022-12-27 05:23:23,42.944678,-85.667528,20-30,20-30
1151,810-234-5333,4402 Fenton Road,Flint,MI,48507,False,2022-12-27 05:23:24,42.9837,-83.6931,20-30,20-30
1144,269-556-7030,5930 Cleveland Avenue,Stevensville,MI,49127,False,2022-12-27 05:23:24,42.0105,-86.495,20-30,20-30
1132,586-541-8686,16042 15 Mile Road,Fraser,MI,48026,False,2022-12-27 05:23:23,42.553333,-82.959639,20-30,20-30
1136,586-598-6300,21697 21 Mile Rd.,Macomb Twp.,MI,48044,False,2022-12-27 05:23:23,42.644963,-82.89768,14-29,14-29
1140,586-771-2800,27883 Harper Rd.,Saint Clair Shores,MI,48081,False,2022-12-27 05:23:24,42.497674,-82.897715,20-35,20-35
1097,810-771-9080,130 Perry Rd,Grand Blanc,MI,48439,False,2022-12-27 05:23:23,42.924151,-83.624369,15-25,15-25
1163,586-791-5900,35785 Harper Rd,Clinton Township,MI,48035,False,2022-12-27 05:23:24,42.560677,-82.870299,14-24,14-24
1167,517-999-7992,5645 S. Cedar St,Lansing,MI,48911,False,2022-12-27 05:23:24,42.675561,-84.547322,20-30,20-30
1159,810-341-1111,2113 S Ballenger Hwy,Flint,MI,48503,False,2022-12-27 05:23:24,42.992857,-83.732904,30-40,30-40
1165,906-482-6060,200 Pearl St.,Houghton,MI,49931,False,2022-12-27 05:23:24,47.120072,-88.555089,15-25,15-25
1166,906-632-4000,719 Ashmun St.,Sault Ste Maire,MI,49783,False,2022-12-27 05:23:24,46.494355,-84.35017,15-25,15-25
1141,248-960-0600,740 Benstein Rd.,Commerce,MI,48390,False,2022-12-27 05:23:24,42.533505,-83.502087,20-30,20-30
1169,313-368-9368,1636 E Eight Mile Rd,Detroit,MI,48203,False,2022-12-27 05:23:24,42.446904,-83.087378,9-24,9-24
1051,269-680-3900,412 Oaks Crossing,Plainwell,MI,49080,False,2022-12-27 05:23:21,42.447492,-85.671863,20-30,20-30
1175,616-951-4111,400 E Division St NE,Rockford,MI,49341,False,2022-12-27 05:23:24,43.117017,-85.550248,15-25,15-25
1184,248-313-9111,6081 Haggerty Road,West Bloomfield,MI,48322,False,2022-12-27 05:23:25,42.547028,-83.437664,25-40,25-40
1160,989-725-5000,616 W Main St,Owosso,MI,48867,False,2022-12-27 05:23:24,42.9977,-84.1787,14-24,14-24
1182,586-619-9590,6115 East 10 Mile Rd,Warren,MI,48091,False,2022-12-27 05:23:24,42.477169,-83.042734,20-30,20-30
1149,810-356-7772,858 S Main St,Lapeer,MI,48446,False,2022-12-27 05:23:24,43.039793,-83.321615,15-25,15-25
1092,734-281-3833,17675 Eureka Road,Southgate,MI,48195,False,2022-12-27 05:23:22,42.198747,-83.221789,20-30,20-30
1161,810-715-1111,3718 E. Court Street,Flint,MI,48506,False,2022-12-27 05:23:24,43.018459,-83.636647,14-24,14-24
1191,231-796-5813,840 South State Street,Big Rapids,MI,49307,False,2022-12-27 05:23:25,43.688287,-85.48431,15-25,15-25
1188,248-691-9000,1317 East Eleven Mile,Royal Oak,MI,48067,False,2022-12-27 05:23:25,42.490288,-83.12928,14-24,14-24
1180,616-710-4545,3928 Plainfield Ave NE,Grand Rapids,MI,49525,False,2022-12-27 05:23:24,43.034265,-85.620549,15-25,15-25
1093,734-675-4477,3327 West Rd,Trenton,MI,48183,False,2022-12-27 05:23:23,42.140543,-83.209347,20-30,20-30
1015,586-464-2344,39880 Garfield Road,Clinton Township,MI,48038,False,2022-12-27 05:23:21,42.590145,-82.951383,12-22,12-22
1183,248-681-8700,3925 Elizabeth Lake Rd.,Waterford,MI,48328,False,2022-12-27 05:23:24,42.639127,-83.36432,28-38,28-38
1190,313-299-9400,7126 Pardee,Taylor,MI,48180,False,2022-12-27 05:23:25,42.255528,-83.260772,20-30,20-30
1185,248-212-0194,55025 Van Dyke,Shelby Township,MI,48316,False,2022-12-27 05:23:25,42.698935,-83.035105,25-35,25-35
1207,517-482-1656,1019 E. State Road,Lansing,MI,48906,False,2022-12-27 05:23:25,42.784671,-84.542065,20-30,20-30
1206,517-349-0030,4750 Central Park Dr,Okemos,MI,48864,False,2022-12-27 05:23:25,42.718347,-84.409406,20-30,20-30
1193,517-999-5050,1701 S. Waverly Road,Lansing,MI,48917,False,2022-12-27 05:23:24,42.71535,-84.60204,20-30,20-30
1202,248-707-3111,7081 Dixie Hwy,Clarkston,MI,48346,False,2022-12-27 05:23:25,42.723076,-83.428,15-25,15-25
1178,906-364-7209,135 E. Aurora St.,Ironwood,MI,49938,False,2022-12-27 04:23:24,46.454463,-90.168453,14-29,14-29
1170,248-628-3202,979 S Lapeer Rd,Oxford,MI,48371,False,2022-12-27 05:23:24,42.81118,-83.251816,20-30,20-30
1201,517-351-7100,143 N Harrison Rd,East Lansing,MI,48823,False,2022-12-27 05:23:25,42.734186,-84.493515,20-35,20-35
1213,517-323-7575,4800 W Saginaw Hwy,Lansing,MI,48917,False,2022-12-27 05:23:25,42.741454,-84.617062,20-30,20-30
1211,517-694-8115,2068 Cedar Street,Holt,MI,48842,False,2022-12-27 05:23:25,42.6427,-84.5177,21-31,21-31
1194,517-731-6501,327 S Bridge St,Grand Ledge,MI,48837,False,2022-12-27 05:23:24,42.75268,-84.747081,20-30,20-30
1219,810-368-3030,3520 W Vienna Rd,Clio,MI,48420,False,2022-12-27 05:23:25,43.177438,-83.752747,20-30,20-30
1189,248-543-3800,13735 W 9 Mile Rd.,Oak Park,MI,48237,False,2022-12-27 05:23:25,42.459532,-83.184074,40-50,40-50
1238,989-835-3030,2804 Rodd St,Midland,MI,48640,False,2022-12-27 05:23:26,43.6232,-84.2272,20-30,20-30
1217,989-792-0030,2700 State St,Saginaw,MI,48602,False,2022-12-27 05:23:25,43.4367,-83.9759,20-30,20-30
1227,269-443-8501,4129 Portage Street,Kalamazoo,MI,49001,False,2022-12-27 05:23:26,42.24929,-85.5597,20-35,20-35
1208,517-372-3030,234 S Washington Square,Lansing,MI,48933,False,2022-12-27 05:23:25,42.731398,-84.552554,20-30,20-30
1212,517-624-0255,2015 North Larch Street,Lansing,MI,48906,False,2022-12-27 05:23:25,42.756273,-84.544693,20-30,20-30
1245,989-892-2520,521 Washington,Bay City,MI,48708,False,2022-12-27 05:23:26,43.595807,-83.890531,20-30,20-30
1222,269-248-3700,912 West Michigan,Marshall,MI,49068,False,2022-12-27 05:23:25,42.272536,-84.975293,20-30,20-30
1248,269-982-0700,2080 Niles Road #100,St Joseph,MI,49085,False,2022-12-27 05:23:26,42.078809,-86.483985,20-30,20-30
1223,269-459-2323,5585 Gull Road #108,Kalamazoo,MI,46240,False,2022-12-27 05:23:26,42.325609,-85.519499,20-30,20-30
1236,989-533-5030,1380 Wright Avenue,Alma,MI,48801,False,2022-12-27 05:23:26,43.391304,-84.666343,20-30,20-30
1249,231-577-9900,1435 N. Mitchell St,Cadillac,MI,49061,False,2022-12-27 05:23:26,44.271738,-85.40695,35-45,35-45
1196,989-459-1111,4041 N. Euclid Road,Bay City,MI,48706,False,2022-12-27 05:23:25,43.622014,-83.913789,20-30,20-30
1256,231-480-6777,5784 US 10,Ludington,MI,49431,False,2022-12-27 05:23:26,43.956578,-86.426001,15-25,15-25
1259,616-667-1100,314 Baldwin St.,Jenison,MI,49428,False,2022-12-27 05:23:26,42.907122,-85.789637,20-30,20-30
1235,269-883-8370,780 Capital Ave NE,Battle Creek,MI,49017,False,2022-12-27 05:23:26,42.329932,-85.155107,20-30,20-30
1255,616-755-6800,120 South Dexter Street Ste 100,Ionia,MI,48846,False,2022-12-27 05:23:26,42.981842,-85.069986,20-30,20-30
1253,616-392-4999,264 N River Ave # 20,Holland,MI,49424,False,2022-12-27 05:23:26,42.805341,-86.114941,18-28,18-28
1258,616-846-7650,311 N 7th Street,Grand Haven,MI,49417,False,2022-12-27 05:23:26,43.064557,-86.221622,20-30,20-30
1187,313-382-3000,1318 Dix Highway,Lincoln Park,MI,48146,False,2022-12-27 05:23:25,42.263099,-83.186598,30-40,30-40
1260,616-392-4556,738 Michigan Ave,Holland,MI,49423,False,2022-12-27 05:23:26,42.7698,-86.1161,18-28,18-28
1261,616-774-2293,1335 Lake Dr Se,Grand Rapids,MI,49506,False,2022-12-27 05:23:26,42.9578,-85.6357,20-30,20-30
1271,989-394-6700,650 N Ripley Blvd,Alpena,MI,49707,False,2022-12-27 05:23:26,45.059237,-83.452424,20-30,20-30
1270,231-777-3966,1332 Apple Ave,Muskegon,MI,49442,False,2022-12-27 05:23:26,43.234378,-86.211567,20-30,20-30
1278,269-343-3030,2706 W. Michigan Ave.,Kalamazoo,MI,49006,False,2022-12-27 05:23:27,42.281446,-85.622723,20-30,20-30
1228,517-826-1200,701 Olds Street,Jonesville,MI,49250,False,2022-12-27 05:23:26,41.964764,-84.667798,20-30,20-30
1263,616-791-2333,619 Leonard St NW,Grand Rapids,MI,49504,False,2022-12-27 05:23:26,42.98509,-85.683037,15-30,15-30
1280,906-228-4630,641 W Washington Street,Marquette,MI,49855,False,2022-12-27 05:23:27,46.544896,-87.405803,20-30,20-30
1240,989-775-7555,706 S Mission St,Mount Pleasant,MI,48858,False,2022-12-27 05:23:26,43.5979,-84.7675,14-24,14-24
1297,313-340-9452,10437 West McNichols,Detroit,MI,48221,True,2022-12-27 05:23:56,42.416784,-83.165221,,
1272,231-759-0925,3275 Henry Street,Muskegon,MI,49441,False,2022-12-27 05:23:26,43.193083,-86.263905,20-30,20-30
1286,906-205-2000,1200 S Stephenson Ave,Iron Mountain,MI,49801,False,2022-12-27 04:23:27,45.811122,-88.059561,20-30,20-30
1283,906-789-0222,2313 Ludington St,Escanaba,MI,49829,False,2022-12-27 05:23:27,45.745756,-87.081036,18-28,18-28
1276,231-798-3333,6022 Harvey St,Muskegon,MI,49444,False,2022-12-27 05:23:26,43.143065,-86.205343,15-25,15-25
1262,616-530-8080,3596 Clyde Park Ave SW,Wyoming,MI,49509,False,2022-12-27 05:23:26,42.898878,-85.684877,20-30,20-30
1251,231-941-5355,748 Munson Ave,Traverse City,MI,49686,False,2022-12-27 05:23:26,44.754713,-85.572298,35-45,35-45
1303,304-485-7501,1814 Seventh Street,Parkersburg,WV,26101,False,2022-12-27 05:23:27,39.2671,-81.529,20-30,20-30
1295,269-589-6612,2545 Capitol Avenue SW ste 110,Battle Creek,MI,49015,False,2022-12-27 05:23:27,42.265177,-85.197608,20-30,20-30
1300,304-630-3030,75 Valley Pointe Drive,Elkins,WV,26241,False,2022-12-27 05:23:27,38.891997,-79.8454,20-30,20-30
1305,681-258-8330,71-F Cowardly Lion Dr,Hedgesville,WV,25427,False,2022-12-27 05:23:27,39.54261,-77.987906,15-25,15-25
1275,989-402-2400,1060 Main Street,Gaylord,MI,49735,False,2022-12-27 05:23:27,45.027742,-84.691508,20-30,20-30
1318,304-776-3030,5468 Big Tyler Road,Cross Lanes,WV,25313,False,2022-12-27 05:23:27,38.4256,-81.786,15-25,15-25
1311,304-241-5545,1159 Van Voorhis Rd,Morgantown,WV,26505,False,2022-12-27 05:23:27,39.657779,-79.963818,15-25,15-25
1308,304-269-3030,535 Third St,Weston,WV,26452,False,2022-12-27 05:23:27,39.035411,-80.457692,15-25,15-25
1319,304-343-3100,1631 Washington Street East,Charleston,WV,25311,False,2022-12-27 05:23:27,38.34,-81.6159,15-25,15-25
1334,304-232-3030,3030 Jacob Street,Wheeling,WV,26003,False,2022-12-27 05:23:28,40.0513,-80.7238,20-30,20-30
1309,304-472-3030,47 S Kanawha Street,Buckhannon,WV,26201,False,2022-12-27 05:23:27,38.992199,-80.230505,20-30,20-30
1329,304-455-1180,275 N ST RT 2,New Martinsville,WV,26155,False,2022-12-27 05:23:28,39.6761,-80.8575,20-30,20-30
1316,304-296-3030,300 Pleasant Street,Morgantown,WV,26501,False,2022-12-27 05:23:27,39.626364,-79.955403,15-25,15-25
1322,304-624-4001,116 S Chesnut Street,Clarksburg,WV,26301,False,2022-12-27 05:23:28,39.281429,-80.344835,15-25,15-25
1301,304-295-9321,3100 Grand Central Avenue,Vienna,WV,26105,False,2022-12-27 05:23:27,39.3264,-81.5489,20-30,20-30
1288,269-373-3030,1788 W Milham Avenue,Portage,MI,49024,False,2022-12-27 05:23:27,42.2302,-85.61,20-35,20-35
1323,304-727-2284,2308 Cleveland Avenue,Saint Albans,WV,25177,False,2022-12-27 05:23:28,38.3848,-81.8074,20-30,20-30
1343,304-256-3003,23 Nell Jean Square,Beckley,WV,25801,False,2022-12-27 05:23:28,37.8106,-81.1862,30-40,30-40
1336,304-425-0505,700 Stafford Dr,Princeton,WV,24740,False,2022-12-27 05:23:28,37.3658,-81.0905,13-23,13-23
1347,304-274-3010,65-D Cordial Ct,Falling Waters,WV,25419,False,2022-12-27 05:23:28,39.548019,-77.913733,15-25,15-25
1339,304-263-3000,502 Williamsport Pike,Martinsburg,WV,25404,False,2022-12-27 05:23:28,39.476587,-77.954495,15-25,15-25
1345,304-337-2223,326 S 4th Avenue,Paden City,WV,26159,False,2022-12-27 05:23:28,39.6016,-80.9383,20-30,20-30
1349,304-822-3866,490 N High Street,Romney,WV,26757,False,2022-12-27 05:23:28,39.3483,-78.754,15-25,15-25
1340,304-675-5858,420 Viand,Point Pleasant,WV,25550,False,2022-12-27 05:23:28,38.8429,-82.1375,18-28,18-28
1331,304-845-9065,144 N Lafayette Ave,Moundsville,WV,26041,False,2022-12-27 05:23:28,39.93053,-80.751792,20-30,20-30
1325,304-345-0300,701 Oakwood Road,Charleston,WV,25314,False,2022-12-27 05:23:28,38.3416,-81.6636,20-30,20-30
1342,304-372-1600,344 S Church,Ripley,WV,25271,False,2022-12-27 05:23:28,38.81,-81.7032,20-30,20-30
1350,304-267-7600,1002 Winchester Ave,Martinsburg,WV,25401,False,2022-12-27 05:23:28,39.4476,-77.9801,15-25,15-25
1352,304-788-6400,590 S. Mineral St.,Keyser,WV,26726,False,2022-12-27 05:23:28,39.4359,-78.9824,15-25,15-25
1354,304-229-2121,33 True Apple Way,Inwood,WV,25428,False,2022-12-27 05:23:29,39.357774,-78.040211,15-25,15-25
1344,304-465-3030,160 South Pointe Dr.,Fayetteville,WV,25840,False,2022-12-27 05:23:28,38.030011,-81.122129,15-25,15-25
1351,304-725-2095,201 N Mildred St,Ranson,WV,25438,False,2022-12-27 05:23:29,39.2978,-77.862,15-25,15-25
1335,276-326-7070,2113 College Ave,Bluefield,VA,24605,False,2022-12-27 05:23:28,37.24575,-81.242049,15-25,15-25
1341,304-684-2684,205 Creel Street,Saint Marys,WV,26170,False,2022-12-27 05:23:28,39.388214,-81.207648,20-30,20-30
1363,304-848-2525,450 E Main Street,Bridgeport,WV,26330,False,2022-12-27 05:23:29,39.288962,-80.243483,20-30,20-30
1307,304-366-7881,1001 Morgantown Avenue,Fairmont,WV,26554,False,2022-12-27 05:23:27,39.479235,-80.122691,15-25,15-25
1360,304-527-3030,457 Main Street,Follansbee,WV,26037,False,2022-12-27 05:23:29,40.3213,-80.595,20-30,20-30
1356,304-763-5300,1932 Ritter Drive,Daniels,WV,25832,False,2022-12-27 05:23:29,37.729565,-81.111293,30-40,30-40
1353,304-876-2595,8309 Martinsburg Pike,Shepherdstown,WV,25443,False,2022-12-27 05:23:28,39.433561,-77.813684,15-25,15-25
1366,502-543-1212,544 Conestoga Parkway #15,Shepherdsville,KY,40165,False,2022-12-27 05:23:29,37.997151,-85.706475,20-30,20-30
1375,859-586-0444,1785 Patrick Drive,Burlington,KY,41005,False,2022-12-27 05:23:29,39.0193,-84.6941,15-25,15-25
1365,859-485-0700,165 Winning Colors Way,Walton,KY,41094,False,2022-12-27 05:23:29,38.918424,-84.626829,16-26,16-26
1362,304-586-2500,941 Roosevelt Blvd,eleanor,WV,25070,False,2022-12-27 05:23:29,38.5394,-81.939,20-30,20-30
1371,270-363-2218,1351 North Main Street,Beaver Dam,KY,42320,False,2022-12-27 04:23:29,37.42154,-86.87953,15-25,15-25
1370,859-689-6444,2575 North Bend Road,Hebron,KY,41048,False,2022-12-27 05:23:29,39.0766,-84.70556,16-26,16-26
1369,270-422-4230,757 Bypass Road,Brandenburg,KY,40108,False,2022-12-27 05:23:29,37.981213,-86.168991,15-25,15-25
1361,304-697-3300,525 20th Street,Huntington,WV,25703,False,2022-12-27 05:23:29,38.4226,-82.4225,20-30,20-30
1346,304-336-4400,Route 88 and North Fork,West Liberty,WV,26074,False,2022-12-27 05:23:28,40.1691,-80.5993,40-50,40-50
1333,304-242-1200,77 Bridge Street Plaza,Wheeling,WV,26003,False,2022-12-27 05:23:28,40.0435,-80.6609,20-30,20-30
1377,606-365-1818,22 Frontier Road,Stanford,KY,40484,False,2022-12-27 05:23:29,37.5495,-84.6727,20-30,20-30
1373,502-695-1558,15 Grandview Drive Ste A,Frankfort,KY,40601,False,2022-12-27 05:23:29,38.202,-84.8322,12-22,12-22
1367,859-363-2800,6424 #2 Taylor Mill Rd,Independence,KY,41051,False,2022-12-27 05:23:29,38.944128,-84.508957,15-25,15-25
1382,270-527-1030,31 Carroll Dr Ste B,Benton,KY,42025,False,2022-12-27 04:23:30,36.926577,-88.344426,30-40,30-40
1376,502-839-8800,102 Plaza Drive Suite # 102,Lawrenceburg,KY,40342,False,2022-12-27 05:23:29,38.0228,-84.9117,10-20,10-20
1383,270-472-3000,601 B North Highland Dr.,Fulton,KY,42041,False,2022-12-27 04:23:30,36.51239,-88.88767,30-40,30-40
1330,740-633-2500,422 Howard Street,Bridgeport,OH,43912,False,2022-12-27 05:23:28,40.0701,-80.7446,45-55,45-55
1384,502-241-0600,6332 W Highway 146 Ste #2,Crestwood,KY,40014,False,2022-12-27 05:23:30,38.333719,-85.463732,15-25,15-25
1385,502-228-3030,9551 US HIGHWAY 42,Prospect,KY,40059,False,2022-12-27 05:23:30,38.34,-85.618333,15-25,15-25
1374,502-955-4444,6434 North Preston Highway #4,Hillview,KY,40229,False,2022-12-27 05:23:29,38.072091,-85.669461,20-30,20-30
1381,270-726-1500,30 Shelton Lane,Russellville,KY,42276,False,2022-12-27 04:23:30,36.8444,-86.9027,20-30,20-30
1386,270-575-0100,2720 New  Holt Road Ste A,Paducah,KY,42001,False,2022-12-27 04:23:30,37.07342,-88.69016,30-40,30-40
1389,270-757-9300,605 W Everly Brothers Blvd,Central City,KY,42330,False,2022-12-27 04:24:50,37.284798,-87.126187,,
1315,304-797-7222,1331 Pennsylvania Ave,Weirton,WV,26062,False,2022-12-27 05:23:27,40.4204,-80.5725,20-30,20-30
1359,859-300-6464,125 Towne Center Dr,Lexington,KY,40511,False,2022-12-27 05:23:29,38.067655,-84.53042,15-25,15-25
1380,270-781-1000,3901 Scottsville Road,Bowling Green,KY,42104,False,2022-12-27 04:23:30,36.9326,-86.4164,15-25,15-25
1407,859-223-1540,3101 Clays Mill Rd.,Lexington,KY,40503,False,2022-12-27 05:23:30,38.0025,-84.5452,35-45,35-45
1390,502-222-2202,310 South 1st Street,Lagrange,KY,40031,False,2022-12-27 05:23:30,38.404106,-85.377624,15-25,15-25
1391,502-538-3888,110 Oakbrooke Dr.,Mount Washington,KY,40047,False,2022-12-27 05:23:30,38.051617,-85.538784,20-30,20-30
1403,502-735-0030,103 Village Market Path,Georgetown,KY,40324,False,2022-12-27 05:23:30,38.23759,-84.56729,12-22,12-22
1378,270-237-5555,213 E Main St,Scottsville,KY,42164,False,2022-12-27 04:23:29,36.7532,-86.1891,15-25,15-25
1394,859-543-1999,3090 Helmsdale Place Ste #300,Lexington,KY,40509,False,2022-12-27 05:23:30,38.01107,-84.4216,15-25,15-25
1405,859-273-1515,3120 Pimlico Parkway,Lexington,KY,40517,False,2022-12-27 05:23:30,37.984082,-84.461007,13-23,13-23
1406,859-273-3030,130 W Tiverton Way #150,Lexington,KY,40503,False,2022-12-27 05:23:30,37.9808,-84.5307,35-45,35-45
1408,859-269-3030,801 Euclid Avenue,Lexington,KY,40502,False,2022-12-27 05:23:30,38.030256,-84.491,13-28,13-28
1410,606-658-9888,1238 12th Street,Middlesboro,KY,40965,False,2022-12-27 05:23:30,36.613688,-83.701547,15-25,15-25
1409,859-885-6061,800  S Main Street Ste D,Nicholasville,KY,40356,False,2022-12-27 05:23:30,37.869155,-84.57742,25-35,25-35
1415,859-236-2900,135 E Main St.,Danville,KY,40422,False,2022-12-27 05:23:30,37.645832,-84.769584,25-35,25-35
1416,606-783-0030,155 Pinecrest Dr,Morehead,KY,40351,False,2022-12-27 05:23:31,38.190189,-83.477946,15-25,15-25
1414,859-623-0030,S Porter Dr & Eastern Ave,Richmond,KY,40475,False,2022-12-27 05:23:30,37.735888,-84.315551,13-23,13-23
1404,859-214-7900,460 Lexington Rd,Versailles,KY,40383,False,2022-12-27 05:23:30,38.050897,-84.717103,10-20,10-20
